Moviename,Runtime (min),Genre,Rating,MPAA_Rating,Director,Actors,Votes,Year,Gross(M),Updated Genre
Vatel,103,"Biography, Drama, Romance",6.6,PG-13,Roland Joffé,"Gérard Depardieu, Uma Thurman, Tim Roth, Julian Glover",7785,2000,0.05,Biography
The Big Kahuna,90,"Drama, Comedy",6.6,R,John Swanbeck,"Kevin Spacey, Danny DeVito, Peter Facinelli, Paul Dawson",14435,1999,3.15,Drama
Shanghai Noon,110,"Action, Adventure, Comedy",6.6,PG-13,Tom Dey,"Jackie Chan, Owen Wilson, Lucy Liu, Brandon Merrill",125120,2000,56.94,Action
"Me, Myself & Irene",116,Comedy,6.6,R,Bobby Farrelly,"Jim Carrey, Renée Zellweger, Anthony Anderson, Mongo Brownlee",233331,2000,90.57,Comedy
Moonlight Mile,117,"Drama, Romance",6.6,PG-13,Brad Silberling,"Jake Gyllenhaal, Dustin Hoffman, Susan Sarandon, Alexia Landeau",14053,2002,6.84,Drama
Bad Boys II,147,"Action, Comedy, Crime",6.6,R,Michael Bay,"Will Smith, Martin Lawrence, Gabrielle Union, Jordi Mollà",244625,2003,138.61,Action
What Lies Beneath,130,"Drama, Horror, Mystery",6.6,PG-13,Robert Zemeckis,"Harrison Ford, Michelle Pfeiffer, Katharine Towne, Miranda Otto",123735,2000,155.46,Drama
Drop Dead Gorgeous,97,"Comedy, Romance, Thriller",6.6,PG-13,Michael Patrick Jann,"Kirsten Dunst, Denise Richards, Ellen Barkin, Allison Janney",36465,1999,10.56,Comedy
Austin Powers: The Spy Who Shagged Me,95,"Action, Adventure, Comedy",6.6,PG-13,Jay Roach,"Mike Myers, Heather Graham, Michael York, Robert Wagner",227972,1999,206.04,Action
Dragon Ball Z: Broly - Second Coming,48,"Animation, Action, Adventure",6.6,PG,Shigeyasu Yamauchi,"Masako Nozawa, Mayumi Tanaka, Takeshi Kusao, Yûko Minaguchi",5121,1994,0.0,Animation
U-571,116,"Action, War",6.6,PG-13,Jonathan Mostow,"Matthew McConaughey, Bill Paxton, Harvey Keitel, Jon Bon Jovi",81472,2000,77.09,Action
True Crime,127,"Crime, Drama, Mystery",6.6,R,Clint Eastwood,"Clint Eastwood, Isaiah Washington, LisaGay Hamilton, James Woods",35423,1999,16.64,Crime
High Art,101,"Drama, Romance",6.6,R,Lisa Cholodenko,"Radha Mitchell, Ally Sheedy, Patricia Clarkson, Gabriel Mann",10439,1998,1.93,Drama
Instinct,126,"Drama, Thriller",6.6,R,Jon Turteltaub,"Anthony Hopkins, Cuba Gooding Jr., Donald Sutherland, Maura Tierney",32950,1999,34.1,Drama
For Love of the Game,137,"Drama, Romance, Sport",6.6,PG-13,Sam Raimi,"Kevin Costner, Kelly Preston, John C. Reilly, Jena Malone",34341,1999,35.17,Drama
Chamatkar,171,"Comedy, Drama, Fantasy",6.6,Not Rated,Rajiv Mehra,"Naseeruddin Shah, Shah Rukh Khan, Urmila Matondkar, Malvika Tiwari",6120,1992,0.0,Comedy
Blast from the Past,112,"Comedy, Drama, Romance",6.6,PG-13,Hugh Wilson,"Brendan Fraser, Alicia Silverstone, Christopher Walken, Sissy Spacek",63622,1998,26.49,Comedy
Lethal Weapon 4,127,"Action, Crime, Thriller",6.6,R,Richard Donner,"Mel Gibson, Danny Glover, Joe Pesci, Rene Russo",160373,1998,130.44,Action
Titan A.E.,94,"Animation, Action, Adventure",6.6,PG,Don Bluth,"Matt Damon, Drew Barrymore, Bill Pullman, Jim Breuer",60684,2000,22.75,Animation
U.S. Marshals,131,"Action, Crime, Thriller",6.6,PG-13,Stuart Baird,"Tommy Lee Jones, Wesley Snipes, Robert Downey Jr., Joe Pantoliano",102388,1998,57.17,Action
Slums of Beverly Hills,91,"Comedy, Drama",6.6,R,Tamara Jenkins,"Natasha Lyonne, Alan Arkin, Bryna Weiss, Marisa Tomei",12747,1998,5.48,Comedy
The Parent Trap,128,"Adventure, Comedy, Drama",6.6,PG,Nancy Meyers,"Lindsay Lohan, Dennis Quaid, Natasha Richardson, Elaine Hendrix",132008,1998,66.31,Adventure
Jakob the Liar,120,"Drama, War",6.6,PG-13,Peter Kassovitz,"Robin Williams, Hannah Taylor Gordon, Éva Igó, István Bálint",17086,1999,4.96,Drama
The 13th Warrior,102,"Action, Adventure, History",6.6,R,John McTiernan,"Antonio Banderas, Diane Venora, Dennis Storhøi, Vladimir Kulich",122424,1999,32.7,Action
A Civil Action,115,Drama,6.6,PG-13,Steven Zaillian,"John Travolta, Robert Duvall, Kathleen Quinlan, Tony Shalhoub",28624,1998,56.7,Drama
A Walk on the Moon,107,"Drama, Romance",6.6,R,Tony Goldwyn,"Diane Lane, Viggo Mortensen, Bobby Boriello, Anna Paquin",8575,1999,4.74,Drama
The Man Who Knew Too Little,94,"Comedy, Crime, Drama",6.6,PG,Jon Amiel,"Bill Murray, Joanne Whalley, Peter Gallagher, Richard Wilson",32168,1997,13.8,Comedy
Shooting Fish,103,"Comedy, Crime, Romance",6.6,PG,Stefan Schwartz,"Dan Futterman, Stuart Townsend, Kate Beckinsale, Rowena Cooper",7606,1997,0.3,Comedy
Oscar and Lucinda,132,"Drama, Romance",6.6,R,Gillian Armstrong,"Ralph Fiennes, Cate Blanchett, Ciarán Hinds, Tom Wilkinson",6792,1997,1.51,Drama
Night Falls on Manhattan,113,"Crime, Drama, Thriller",6.6,R,Sidney Lumet,"Andy Garcia, Richard Dreyfuss, Lena Olin, Ian Holm",7311,1996,9.88,Crime
Midnight in the Garden of Good and Evil,155,"Crime, Drama, Mystery",6.6,R,Clint Eastwood,"John Cusack, Kevin Spacey, Jack Thompson, Irma P. Hall",38799,1997,25.08,Crime
The Lost World: Jurassic Park,129,"Action, Adventure, Sci-Fi",6.6,PG-13,Steven Spielberg,"Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Vince Vaughn",402291,1997,229.09,Action
Deceiver,106,"Crime, Drama, Mystery",6.6,R,Jonas Pate,"Tim Roth, Chris Penn, Michael Rooker, Renée Zellweger",6448,1997,0.57,Crime
Kiss the Girls,115,"Crime, Drama, Mystery",6.6,R,Gary Fleder,"Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur",71892,1997,60.53,Crime
The House of Yes,85,"Comedy, Drama",6.6,R,Mark Waters,"Parker Posey, Josh Hamilton, Tori Spelling, Freddie Prinze Jr.",8102,1997,0.62,Comedy
The Horse Whisperer,169,"Drama, Romance, Western",6.6,PG-13,Robert Redford,"Robert Redford, Kristin Scott Thomas, Sam Neill, Dianne Wiest",40819,1998,75.38,Drama
Dobermann,103,"Action, Crime, Thriller",6.6,R,Jan Kounen,"Vincent Cassel, Tchéky Karyo, Monica Bellucci, Antoine Basler",17624,1997,0.0,Action
Clockwatchers,96,"Comedy, Drama",6.6,PG-13,Jill Sprecher,"Toni Collette, Parker Posey, Lisa Kudrow, Alanna Ubach",5518,1997,0.44,Comedy
Clay Pigeons,104,"Comedy, Crime",6.6,R,David Dobkin,"Joaquin Phoenix, Vince Vaughn, Janeane Garofalo, Gregory Sporleder",11434,1998,1.79,Comedy
Six-String Samurai,91,"Action, Adventure, Comedy",6.6,PG-13,Lance Mungia,"Jeffrey Falcon, Justin McGuire, Kim De Angelo, Stephane Gauger",7365,1998,0.12,Action
White Squall,129,"Adventure, Drama",6.6,PG-13,Ridley Scott,"Jeff Bridges, Caroline Goodall, John Savage, Scott Wolf",23637,1996,10.3,Adventure
Stealing Beauty,118,"Drama, Mystery, Romance",6.6,R,Bernardo Bertolucci,"Jeremy Irons, Liv Tyler, Carlo Cecchi, Sinéad Cusack",27777,1996,4.57,Drama
The Mirror Has Two Faces,126,"Comedy, Drama, Romance",6.6,PG-13,Barbra Streisand,"Barbra Streisand, Jeff Bridges, Lauren Bacall, George Segal",19509,1996,41.25,Comedy
First Strike,107,"Action, Adventure, Comedy",6.6,PG-13,Stanley Tong,"Jackie Chan, Jackson Lou, Annie Wu, Bill Tung",20693,1996,15.32,Action
I Shot Andy Warhol,103,"Biography, Drama",6.6,R,Mary Harron,"Lili Taylor, Jared Harris, Martha Plimpton, Lothaire Bluteau",6721,1996,1.81,Biography
The Funeral,99,"Crime, Drama",6.6,R,Abel Ferrara,"Christopher Walken, Chris Penn, Annabella Sciorra, Isabella Rossellini",8743,1996,1.23,Crime
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,89,"Comedy, Crime",6.6,R,Paris Barclay,"Shawn Wayans, Marlon Wayans, Keenen Ivory Wayans, Tracey Cherelle Jones",54017,1996,20.11,Comedy
Courage Under Fire,116,"Action, Drama, Mystery",6.6,R,Edward Zwick,"Denzel Washington, Meg Ryan, Lou Diamond Phillips, Michael Moriarty",53714,1996,59.03,Action
"To Wong Foo, Thanks for Everything! Julie Newmar",109,"Comedy, Drama",6.6,PG-13,Beeban Kidron,"Wesley Snipes, Patrick Swayze, John Leguizamo, Stockard Channing",31394,1995,36.47,Comedy
Restoration,117,"Biography, Drama, History",6.6,R,Michael Hoffman,"Robert Downey Jr., Sam Neill, David Thewlis, Polly Walker",9393,1995,4.1,Biography
Powder,111,"Drama, Fantasy, Mystery",6.6,PG-13,Victor Salva,"Mary Steenburgen, Sean Patrick Flanery, Lance Henriksen, Jeff Goldblum",29978,1995,30.86,Drama
Outbreak,127,"Action, Drama, Thriller",6.6,R,Wolfgang Petersen,"Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey",127267,1995,67.82,Action
Home for the Holidays,103,"Comedy, Drama, Romance",6.6,PG-13,Jodie Foster,"Holly Hunter, Anne Bancroft, Robert Downey Jr., Charles Durning",13118,1995,17.52,Comedy
The Enforcer,104,"Action, Crime, Drama",6.6,R,Corey Yuen,"Jet Li, Anita Mui, Miu Tse, Rongguang Yu",5082,1995,0.0,Action
French Kiss,111,"Comedy, Drama, Romance",6.6,PG-13,Lawrence Kasdan,"Meg Ryan, Kevin Kline, Timothy Hutton, Jean Reno",49405,1995,38.9,Comedy
The Englishman Who Went Up a Hill But Came Down a Mountain,99,"Comedy, Drama, Romance",6.6,PG,Christopher Monger,"Hugh Grant, Tara Fitzgerald, Colm Meaney, Ian McNeice",17208,1995,10.9,Comedy
Copycat,123,"Drama, Mystery, Thriller",6.6,R,Jon Amiel,"Sigourney Weaver, Holly Hunter, Dermot Mulroney, William McNamara",58152,1995,32.05,Drama
Circle of Friends,103,"Drama, Romance",6.6,PG-13,Pat O'Connor,"Chris O'Donnell, Minnie Driver, Geraldine O'Rawe, Saffron Burrows",8544,1995,23.4,Drama
The Brothers McMullen,98,"Comedy, Drama, Romance",6.6,R,Edward Burns,"Jack Mulcahy, Michael McGlone, Edward Burns, Shari Albert",7842,1995,10.25,Comedy
Beyond Rangoon,100,"Action, Adventure, Drama",6.6,R,John Boorman,"Patricia Arquette, U Aung Ko, Frances McDormand, Spalding Gray",5151,1995,5.75,Action
When a Man Loves a Woman,126,"Drama, Romance",6.6,R,Luis Mandoki,"Meg Ryan, Andy Garcia, Ellen Burstyn, Tina Majorino",21801,1994,50.02,Drama
Star Trek: Generations,118,"Action, Adventure, Mystery",6.6,PG,David Carson,"Patrick Stewart, William Shatner, Malcolm McDowell, Jonathan Frakes",80509,1994,75.67,Action
Reality Bites,99,"Comedy, Drama, Romance",6.6,PG-13,Ben Stiller,"Winona Ryder, Ethan Hawke, Janeane Garofalo, Steve Zahn",48907,1994,20.98,Comedy
PCU,79,Comedy,6.6,PG-13,Hart Bochner,"Jeremy Piven, Chris Young, Megan Ward, Jon Favreau",13274,1994,4.35,Comedy
Miracle on 34th Street,114,"Family, Fantasy",6.6,PG,Les Mayfield,"Richard Attenborough, Elizabeth Perkins, Dylan McDermott, J.T. Walsh",36359,1994,17.19,Family
Main Khiladi Tu Anari,175,"Action, Comedy",6.6,Not Rated,Sameer Malkan,"Akshay Kumar, Saif Ali Khan, Shilpa Shetty Kundra, Raageshwari",6079,1994,0.0,Action
Iron Will,108,"Adventure, Family",6.6,PG,Charles Haid,"Mackenzie Astin, Kevin Spacey, David Ogden Stiers, August Schellenberg",8441,1994,21.01,Adventure
"Corrina, Corrina",115,"Comedy, Drama, Romance",6.6,PG,Jessie Nelson,"Ray Liotta, Whoopi Goldberg, Tina Majorino, Noreen Hennessey",13093,1994,20.16,Comedy
Black Beauty,88,"Adventure, Drama, Family",6.6,G,Caroline Thompson,"Sean Bean, David Thewlis, Docs Keepin Time, Alan Cumming",9883,1994,4.63,Adventure
Above the Rim,96,"Crime, Drama, Sport",6.6,R,Jeff Pollack,"Duane Martin, Tupac Shakur, Leon, David Bailey",15264,1994,16.04,Crime
8 Seconds,105,"Biography, Drama, Sport",6.6,PG-13,John G. Avildsen,"Luke Perry, Stephen Baldwin, James Rebhorn, Cameron Finley",5176,1994,19.6,Biography
Romeo Is Bleeding,110,"Crime, Drama, Romance",6.6,R,Peter Medak,"Gary Oldman, Lena Olin, Wallace Wood, Juliette Lewis",13907,1993,3.28,Crime
The Pelican Brief,141,"Crime, Drama, Mystery",6.6,PG-13,Alan J. Pakula,"Julia Roberts, Denzel Washington, Sam Shepard, John Heard",84527,1993,100.77,Crime
Judgment Night,110,"Action, Crime, Drama",6.6,R,Stephen Hopkins,"Emilio Estevez, Cuba Gooding Jr., Denis Leary, Stephen Dorff",16665,1993,12.14,Action
Indian Summer,97,"Comedy, Drama, Romance",6.6,PG-13,Mike Binder,"Alan Arkin, Matt Craven, Diane Lane, Bill Paxton",5546,1993,14.9,Comedy
Hot Shots! Part Deux,86,"Action, Comedy",6.6,PG-13,Jim Abrahams,"Charlie Sheen, Lloyd Bridges, Valeria Golino, Richard Crenna",89208,1993,38.91,Action
Geronimo: An American Legend,115,"Drama, History, Western",6.6,PG-13,Walter Hill,"Jason Patric, Gene Hackman, Robert Duvall, Wes Studi",11293,1993,18.64,Drama
The Mighty Ducks,104,"Comedy, Drama, Family",6.6,PG,Stephen Herek,"Emilio Estevez, Joss Ackland, Lane Smith, Heidi Kling",64849,1992,50.75,Comedy
Hoffa,140,"Biography, Crime, Drama",6.6,R,Danny DeVito,"Jack Nicholson, Danny DeVito, Armand Assante, J.T. Walsh",22943,1992,24.28,Biography
FernGully: The Last Rainforest,76,"Animation, Adventure, Family",6.6,G,Bill Kroyer,"Samantha Mathis, Christian Slater, Robin Williams, Tim Curry",29687,1992,24.65,Animation
Far and Away,140,"Adventure, Drama, Romance",6.6,PG-13,Ron Howard,"Tom Cruise, Nicole Kidman, Thomas Gibson, Robert Prosky",62380,1992,58.88,Adventure
Death Becomes Her,104,"Comedy, Fantasy, Horror",6.6,PG-13,Robert Zemeckis,"Meryl Streep, Bruce Willis, Goldie Hawn, Isabella Rossellini",114498,1992,58.42,Comedy
Toy Soldiers,111,"Action, Drama, Thriller",6.6,R,Daniel Petrie Jr.,"Sean Astin, Wil Wheaton, Keith Coogan, Andrew Divoff",22675,1991,15.07,Action
Soapdish,97,"Comedy, Romance",6.6,PG-13,Michael Hoffman,"Sally Field, Kevin Kline, Cathy Moriarty, Teri Hatcher",15909,1991,36.49,Comedy
Shattered,98,"Crime, Drama, Mystery",6.6,R,Wolfgang Petersen,"Tom Berenger, Bob Hoskins, Greta Scacchi, Joanne Whalley",9565,1991,11.51,Crime
Mississippi Masala,118,"Drama, Romance",6.6,R,Mira Nair,"Denzel Washington, Sarita Choudhury, Roshan Seth, Sharmila Tagore",5121,1991,7.31,Drama
Little Man Tate,99,Drama,6.6,PG,Jodie Foster,"Jodie Foster, Dianne Wiest, Adam Hann-Byrd, Alex Lee",14831,1991,25.01,Drama
Jungle Fever,132,"Drama, Romance",6.6,R,Spike Lee,"Wesley Snipes, Annabella Sciorra, Spike Lee, Ossie Davis",18231,1991,32.48,Drama
Godzilla vs. King Ghidorah,100,"Action, Adventure, Drama",6.6,Not Rated,Kazuki Ohmori,"Kosuke Toyohara, Anna Nakagawa, Megumi Odaka, Katsuhiko Sasaki",6330,1991,0.0,Action
Coolie No. 1,143,"Action, Comedy, Romance",6.6,Not Rated,David Dhawan,"Govinda, Karisma Kapoor, Harish, Kanchan",5206,1995,0.0,Action
White Hunter Black Heart,112,"Adventure, Drama",6.6,PG,Clint Eastwood,"Clint Eastwood, Jeff Fahey, Charlotte Cornwell, Norman Lumsden",12135,1990,2.32,Adventure
Q&A,132,"Crime, Drama, Thriller",6.6,R,Sidney Lumet,"Nick Nolte, Timothy Hutton, Armand Assante, Patrick O'Neal",5997,1990,11.21,Crime
Nightbreed,102,"Action, Fantasy, Horror",6.6,R,Clive Barker,"Craig Sheffer, David Cronenberg, Anne Bobby, Charles Haid",22402,1990,8.86,Action
Narrow Margin,97,"Action, Crime, Thriller",6.6,R,Peter Hyams,"Gene Hackman, Anne Archer, James Sikking, J.T. Walsh",8969,1990,10.87,Action
Mo' Better Blues,130,"Drama, Music, Romance",6.6,R,Spike Lee,"Denzel Washington, Spike Lee, Wesley Snipes, Giancarlo Esposito",12364,1990,16.15,Drama
The Krays,115,"Biography, Crime, Drama",6.6,R,Peter Medak,"Gary Kemp, Martin Kemp, Billie Whitelaw, Tom Bell",8373,1990,2.06,Biography
Flatliners,115,"Drama, Horror, Sci-Fi",6.6,R,Joel Schumacher,"Kiefer Sutherland, Kevin Bacon, Julia Roberts, William Baldwin",85133,1990,61.49,Drama
Alice,106,"Comedy, Romance",6.6,PG-13,Woody Allen,"Mia Farrow, William Hurt, Joe Mantegna, June Squibb",14181,1990,7.33,Comedy
Society,99,"Comedy, Horror",6.6,R,Brian Yuzna,"Billy Warlock, Concetta D'Agnese, Ben Slack, Evan Richards",17685,1989,0.0,Comedy
Pet Sematary,103,"Fantasy, Horror, Thriller",6.6,R,Mary Lambert,"Dale Midkiff, Denise Crosby, Fred Gwynne, Brad Greenquist",101026,1989,57.47,Fantasy
Meet the Feebles,97,"Comedy, Music, Musical",6.6,Not Rated,Peter Jackson,"Danny Mulheron, Donna Akersten, Stuart Devenie, Mark Hadlow",20931,1989,0.0,Comedy
Licence to Kill,133,"Action, Adventure, Thriller",6.6,PG-13,John Glen,"Timothy Dalton, Robert Davi, Carey Lowell, Talisa Soto",102136,1989,34.67,Action
Godzilla vs. Biollante,104,"Action, Sci-Fi, Thriller",6.6,PG,Kazuki Ohmori,"Kunihiko Mitamura, Yoshiko Tanaka, Masanobu Takashima, Kôji Takahashi",5789,1989,0.0,Action
Ghostbusters II,108,"Action, Comedy, Fantasy",6.6,PG,Ivan Reitman,"Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis",201022,1989,112.49,Action
I'm Gonna Git You Sucka,88,"Action, Comedy, Crime",6.6,R,Keenen Ivory Wayans,"Keenen Ivory Wayans, Bernie Casey, Antonio Fargas, Steve James",13394,1988,13.03,Action
Elvira: Mistress of the Dark,96,"Comedy, Horror",6.6,PG-13,James Signorelli,"Cassandra Peterson, Phil Rubenstein, Larry Flash Jenkins, Damita Jo Freeman",17564,1988,5.6,Comedy
Child's Play,87,"Horror, Thriller",6.6,R,Tom Holland,"Catherine Hicks, Chris Sarandon, Alex Vincent, Brad Dourif",98237,1988,33.24,Horror
Brain Damage,84,"Comedy, Drama, Horror",6.6,R,Frank Henenlotter,"Rick Hearst, Gordon MacDonald, Jennifer Lowry, Theo Barnes",10960,1988,0.0,Comedy
The Blob,95,"Horror, Sci-Fi, Thriller",6.6,R,Chuck Russell,"Shawnee Smith, Kevin Dillon, Donovan Leitch Jr., Jeffrey DeMunn",36214,1988,8.25,Horror
Biloxi Blues,106,"Comedy, Drama",6.6,PG-13,Mike Nichols,"Matthew Broderick, Christopher Walken, Matt Mulhern, Corey Parker",15383,1988,43.18,Comedy
Amsterdamned,114,"Action, Crime, Horror",6.6,R,Dick Maas,"Huub Stapel, Monique van de Ven, Serge-Henri Valcke, Hidde Maas",8148,1988,0.0,Action
The Witches of Eastwick,118,"Comedy, Fantasy, Horror",6.6,R,George Miller,"Jack Nicholson, Cher, Susan Sarandon, Michelle Pfeiffer",68038,1987,63.77,Comedy
Tin Men,112,"Comedy, Drama",6.6,R,Barry Levinson,"Richard Dreyfuss, Danny DeVito, Barbara Hershey, John Mahoney",8485,1987,25.41,Comedy
Suspect,121,"Crime, Drama, Thriller",6.6,R,Peter Yates,"Cher, Dennis Quaid, Liam Neeson, John Mahoney",10213,1987,18.78,Crime
Summer School,97,"Comedy, Romance",6.6,PG-13,Carl Reiner,"Mark Harmon, Kirstie Alley, Robin Thomas, Patrick Labyorteaux",19507,1987,35.66,Comedy
Stakeout,117,"Action, Comedy, Crime",6.6,R,John Badham,"Richard Dreyfuss, Emilio Estevez, Madeleine Stowe, Aidan Quinn",25598,1987,65.67,Action
Roxanne,107,"Comedy, Romance",6.6,PG,Fred Schepisi,"Steve Martin, Daryl Hannah, Rick Rossovich, Shelley Duvall",44176,1987,40.05,Comedy
Nuts,116,"Drama, Thriller",6.6,R,Martin Ritt,"Barbra Streisand, Richard Dreyfuss, Maureen Stapleton, Karl Malden",6361,1987,30.95,Drama
A Nightmare on Elm Street 3: Dream Warriors,96,"Fantasy, Horror",6.6,R,Chuck Russell,"Heather Langenkamp, Robert Englund, Craig Wasson, Patricia Arquette",78477,1987,44.79,Fantasy
The Fourth Protocol,119,Thriller,6.6,R,John Mackenzie,"Michael Caine, Pierce Brosnan, Ned Beatty, Joanna Cassidy",9807,1987,12.42,Thriller
Running Scared,107,"Action, Comedy, Crime",6.6,R,Peter Hyams,"Gregory Hines, Billy Crystal, Steven Bauer, Darlanne Fluegel",12676,1986,38.5,Action
The Mosquito Coast,117,"Adventure, Drama, Thriller",6.6,PG,Peter Weir,"Harrison Ford, Helen Mirren, River Phoenix, Jadrien Steele",28640,1986,14.3,Adventure
Flodder,111,"Action, Comedy",6.6,Not Rated,Dick Maas,"Nelly Frijda, Huub Stapel, René van 't Hof, Tatjana Simic",7074,1986,0.0,Action
Clockwise,96,Comedy,6.6,PG,Christopher Morahan,"John Cleese, Penny Leatherbarrow, Howard Lloyd-Lewis, Jonathan Bowater",12563,1986,1.48,Comedy
Caravaggio,93,"Biography, Drama, History",6.6,Not Rated,Derek Jarman,"Noam Almaz, Dexter Fletcher, Nigel Terry, Sean Bean",5885,1986,0.0,Biography
The Boy Who Could Fly,114,"Drama, Fantasy, Romance",6.6,PG,Nick Castle,"Lucy Deakins, Jay Underwood, Bonnie Bedelia, Fred Savage",5964,1986,7.18,Drama
Crocodile Dundee,97,"Action, Adventure, Comedy",6.6,PG-13,Peter Faiman,"Paul Hogan, Linda Kozlowski, John Meillon, David Gulpilil",102347,1986,174.64,Action
Weird Science,94,"Comedy, Romance, Sci-Fi",6.6,PG-13,John Hughes,"Anthony Michael Hall, Ilan Mitchell-Smith, Kelly LeBrock, Bill Paxton",86168,1985,23.83,Comedy
Vision Quest,107,"Drama, Romance, Sport",6.6,R,Harold Becker,"Matthew Modine, Linda Fiorentino, Michael Schoeffling, Ronny Cox",8663,1985,12.9,Drama
Snowroller - Sällskapsresan II,91,Comedy,6.6,Not Rated,Lasse Åberg,"Lasse Åberg, Jon Skolmen, Cecilia Walton, Eva Millberg",6434,1985,0.0,Comedy
Subway,104,Thriller,6.6,R,Luc Besson,"Christopher Lambert, Isabelle Adjani, Richard Bohringer, Michel Galabru",15011,1985,0.39,Thriller
Secret Admirer,90,"Comedy, Romance",6.6,R,David Greenwalt,"C. Thomas Howell, Lori Loughlin, Kelly Preston, Dee Wallace",7071,1985,8.62,Comedy
Mischief,97,"Comedy, Romance",6.6,R,Mel Damski,"Doug McKeon, Catherine Mary Stewart, Kelly Preston, Chris Nash",6248,1985,8.69,Comedy
Agnes of God,98,"Drama, Mystery",6.6,PG-13,Norman Jewison,"Jane Fonda, Anne Bancroft, Meg Tilly, Anne Pitoniak",7393,1985,25.63,Drama
Revenge of the Nerds,90,Comedy,6.6,R,Jeff Kanew,"Robert Carradine, Anthony Edwards, Timothy Busfield, Andrew Cassese",52563,1984,40.9,Comedy
The Razor's Edge,128,"Drama, Romance, War",6.6,PG-13,John Byrum,"Bill Murray, Theresa Russell, Denholm Elliott, Catherine Hicks",5386,1984,6.55,Drama
Footloose,107,"Drama, Music, Romance",6.6,PG,Herbert Ross,"Kevin Bacon, Lori Singer, John Lithgow, Dianne Wiest",77292,1984,80.04,Drama
The Cotton Club,129,"Crime, Drama, Music",6.6,R,Francis Ford Coppola,"Richard Gere, Gregory Hines, Diane Lane, Lonette McKee",17744,1984,25.93,Crime
Cloak & Dagger,101,"Action, Adventure, Crime",6.6,PG,Richard Franklin,"Henry Thomas, Dabney Coleman, Michael Murphy, Christina Nigra",7346,1984,9.72,Action
Yentl,133,"Drama, Musical, Romance",6.6,PG,Barbra Streisand,"Barbra Streisand, Amy Irving, Mandy Patinkin, Nehemiah Persoff",13838,1983,40.22,Drama
Sudden Impact,117,"Action, Crime, Thriller",6.6,R,Clint Eastwood,"Clint Eastwood, Sondra Locke, Pat Hingle, Bradford Dillman",44063,1983,67.64,Action
Mr. Mom,91,"Comedy, Drama",6.6,PG,Stan Dragoti,"Michael Keaton, Teri Garr, Frederick Koehler, Taliesin Jaffe",23704,1983,64.8,Comedy
Fire and Ice,81,"Animation, Adventure, Fantasy",6.6,PG,Ralph Bakshi,"Randy Norton, Cynthia Leake, Steve Sandor, Sean Hannon",10578,1983,0.76,Animation
Dark Habits,114,"Comedy, Drama",6.6,Not Rated,Pedro Almodóvar,"Cristina Sánchez Pascual, Will More, Laura Cepeda, Miguel Zúñiga",7122,1983,0.0,Comedy
Night Shift,106,Comedy,6.6,R,Ron Howard,"Henry Winkler, Michael Keaton, Shelley Long, Gina Hecht",15660,1982,23.6,Comedy
